"Notes"	"ICD Sub-Chapter"	"ICD Sub-Chapter Code"	"Year"	"Year Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2007"	"2007"	"Jun., 2007"	"2007/06"	42	Not Applicable	Not Applicable
	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2007"	"2007"	"Jul., 2007"	"2007/07"	30	Not Applicable	Not Applicable
	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2007"	"2007"	"Aug., 2007"	"2007/08"	34	Not Applicable	Not Applicable
	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2007"	"2007"	"Sep., 2007"	"2007/09"	42	Not Applicable	Not Applicable
	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2007"	"2007"	"Oct., 2007"	"2007/10"	36	Not Applicable	Not Applicable
	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2007"	"2007"	"Nov., 2007"	"2007/11"	28	Not Applicable	Not Applicable
	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2007"	"2007"	"Dec., 2007"	"2007/12"	43	Not Applicable	Not Applicable
"Total"	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2007"	"2007"			456	Not Applicable	Not Applicable
	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2008"	"2008"	"Jan., 2008"	"2008/01"	38	Not Applicable	Not Applicable
	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2008"	"2008"	"Feb., 2008"	"2008/02"	31	Not Applicable	Not Applicable
	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2008"	"2008"	"Mar., 2008"	"2008/03"	34	Not Applicable	Not Applicable
	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2008"	"2008"	"Apr., 2008"	"2008/04"	33	Not Applicable	Not Applicable
	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2008"	"2008"	"May, 2008"	"2008/05"	31	Not Applicable	Not Applicable
	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2008"	"2008"	"Jun., 2008"	"2008/06"	37	Not Applicable	Not Applicable
	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2008"	"2008"	"Jul., 2008"	"2008/07"	33	Not Applicable	Not Applicable
	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2008"	"2008"	"Aug., 2008"	"2008/08"	35	Not Applicable	Not Applicable
	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2008"	"2008"	"Sep., 2008"	"2008/09"	37	Not Applicable	Not Applicable
	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2008"	"2008"	"Oct., 2008"	"2008/10"	42	Not Applicable	Not Applicable
	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2008"	"2008"	"Nov., 2008"	"2008/11"	30	Not Applicable	Not Applicable
	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2008"	"2008"	"Dec., 2008"	"2008/12"	23	Not Applicable	Not Applicable
"Total"	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2008"	"2008"			404	Not Applicable	Not Applicable
	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2009"	"2009"	"Jan., 2009"	"2009/01"	22	Not Applicable	Not Applicable
	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2009"	"2009"	"Feb., 2009"	"2009/02"	33	Not Applicable	Not Applicable
	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2009"	"2009"	"Mar., 2009"	"2009/03"	43	Not Applicable	Not Applicable
	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2009"	"2009"	"Apr., 2009"	"2009/04"	35	Not Applicable	Not Applicable
	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2009"	"2009"	"May, 2009"	"2009/05"	37	Not Applicable	Not Applicable
	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2009"	"2009"	"Jun., 2009"	"2009/06"	37	Not Applicable	Not Applicable
	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2009"	"2009"	"Jul., 2009"	"2009/07"	34	Not Applicable	Not Applicable
	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2009"	"2009"	"Aug., 2009"	"2009/08"	25	Not Applicable	Not Applicable
	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2009"	"2009"	"Sep., 2009"	"2009/09"	25	Not Applicable	Not Applicable
	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2009"	"2009"	"Oct., 2009"	"2009/10"	32	Not Applicable	Not Applicable
	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2009"	"2009"	"Nov., 2009"	"2009/11"	32	Not Applicable	Not Applicable
	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2009"	"2009"	"Dec., 2009"	"2009/12"	29	Not Applicable	Not Applicable
"Total"	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2009"	"2009"			384	Not Applicable	Not Applicable
	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2010"	"2010"	"Jan., 2010"	"2010/01"	28	Not Applicable	Not Applicable
	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2010"	"2010"	"Feb., 2010"	"2010/02"	29	Not Applicable	Not Applicable
	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2010"	"2010"	"Mar., 2010"	"2010/03"	32	Not Applicable	Not Applicable
	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2010"	"2010"	"Apr., 2010"	"2010/04"	38	Not Applicable	Not Applicable
	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2010"	"2010"	"May, 2010"	"2010/05"	46	Not Applicable	Not Applicable
	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2010"	"2010"	"Jun., 2010"	"2010/06"	44	Not Applicable	Not Applicable
	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2010"	"2010"	"Jul., 2010"	"2010/07"	49	Not Applicable	Not Applicable
	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2010"	"2010"	"Aug., 2010"	"2010/08"	45	Not Applicable	Not Applicable
	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2010"	"2010"	"Sep., 2010"	"2010/09"	45	Not Applicable	Not Applicable
	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2010"	"2010"	"Oct., 2010"	"2010/10"	34	Not Applicable	Not Applicable
	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2010"	"2010"	"Nov., 2010"	"2010/11"	40	Not Applicable	Not Applicable
	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2010"	"2010"	"Dec., 2010"	"2010/12"	47	Not Applicable	Not Applicable
"Total"	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2010"	"2010"			477	Not Applicable	Not Applicable
	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2011"	"2011"	"Jan., 2011"	"2011/01"	46	Not Applicable	Not Applicable
	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2011"	"2011"	"Feb., 2011"	"2011/02"	34	Not Applicable	Not Applicable
	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2011"	"2011"	"Mar., 2011"	"2011/03"	39	Not Applicable	Not Applicable
	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2011"	"2011"	"Apr., 2011"	"2011/04"	31	Not Applicable	Not Applicable
	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2011"	"2011"	"May, 2011"	"2011/05"	47	Not Applicable	Not Applicable
	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2011"	"2011"	"Jun., 2011"	"2011/06"	51	Not Applicable	Not Applicable
	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2011"	"2011"	"Jul., 2011"	"2011/07"	41	Not Applicable	Not Applicable
	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2011"	"2011"	"Aug., 2011"	"2011/08"	33	Not Applicable	Not Applicable
	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2011"	"2011"	"Sep., 2011"	"2011/09"	45	Not Applicable	Not Applicable
	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2011"	"2011"	"Oct., 2011"	"2011/10"	29	Not Applicable	Not Applicable
	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2011"	"2011"	"Nov., 2011"	"2011/11"	38	Not Applicable	Not Applicable
	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2011"	"2011"	"Dec., 2011"	"2011/12"	42	Not Applicable	Not Applicable
"Total"	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2011"	"2011"			476	Not Applicable	Not Applicable
	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2012"	"2012"	"Jan., 2012"	"2012/01"	45	Not Applicable	Not Applicable
	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2012"	"2012"	"Feb., 2012"	"2012/02"	40	Not Applicable	Not Applicable
	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2012"	"2012"	"Mar., 2012"	"2012/03"	46	Not Applicable	Not Applicable
	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2012"	"2012"	"Apr., 2012"	"2012/04"	55	Not Applicable	Not Applicable
	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2012"	"2012"	"May, 2012"	"2012/05"	46	Not Applicable	Not Applicable
	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2012"	"2012"	"Jun., 2012"	"2012/06"	64	Not Applicable	Not Applicable
	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2012"	"2012"	"Jul., 2012"	"2012/07"	46	Not Applicable	Not Applicable
	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2012"	"2012"	"Aug., 2012"	"2012/08"	37	Not Applicable	Not Applicable
	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2012"	"2012"	"Sep., 2012"	"2012/09"	38	Not Applicable	Not Applicable
	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2012"	"2012"	"Oct., 2012"	"2012/10"	53	Not Applicable	Not Applicable
	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2012"	"2012"	"Nov., 2012"	"2012/11"	36	Not Applicable	Not Applicable
	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2012"	"2012"	"Dec., 2012"	"2012/12"	46	Not Applicable	Not Applicable
"Total"	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2012"	"2012"			552	Not Applicable	Not Applicable
	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2013"	"2013"	"Jan., 2013"	"2013/01"	37	Not Applicable	Not Applicable
	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2013"	"2013"	"Feb., 2013"	"2013/02"	39	Not Applicable	Not Applicable
	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2013"	"2013"	"Mar., 2013"	"2013/03"	51	Not Applicable	Not Applicable
	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2013"	"2013"	"Apr., 2013"	"2013/04"	54	Not Applicable	Not Applicable
	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2013"	"2013"	"May, 2013"	"2013/05"	41	Not Applicable	Not Applicable
	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2013"	"2013"	"Jun., 2013"	"2013/06"	55	Not Applicable	Not Applicable
	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2013"	"2013"	"Jul., 2013"	"2013/07"	54	Not Applicable	Not Applicable
	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2013"	"2013"	"Aug., 2013"	"2013/08"	53	Not Applicable	Not Applicable
	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2013"	"2013"	"Sep., 2013"	"2013/09"	54	Not Applicable	Not Applicable
	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2013"	"2013"	"Oct., 2013"	"2013/10"	53	Not Applicable	Not Applicable
	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2013"	"2013"	"Nov., 2013"	"2013/11"	53	Not Applicable	Not Applicable
	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2013"	"2013"	"Dec., 2013"	"2013/12"	49	Not Applicable	Not Applicable
"Total"	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2013"	"2013"			593	Not Applicable	Not Applicable
	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2014"	"2014"	"Jan., 2014"	"2014/01"	59	Not Applicable	Not Applicable
	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2014"	"2014"	"Feb., 2014"	"2014/02"	39	Not Applicable	Not Applicable
	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2014"	"2014"	"Mar., 2014"	"2014/03"	48	Not Applicable	Not Applicable
	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2014"	"2014"	"Apr., 2014"	"2014/04"	61	Not Applicable	Not Applicable
	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2014"	"2014"	"May, 2014"	"2014/05"	61	Not Applicable	Not Applicable
	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2014"	"2014"	"Jun., 2014"	"2014/06"	69	Not Applicable	Not Applicable
	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2014"	"2014"	"Jul., 2014"	"2014/07"	66	Not Applicable	Not Applicable
	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2014"	"2014"	"Aug., 2014"	"2014/08"	68	Not Applicable	Not Applicable
	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2014"	"2014"	"Sep., 2014"	"2014/09"	57	Not Applicable	Not Applicable
	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2014"	"2014"	"Oct., 2014"	"2014/10"	69	Not Applicable	Not Applicable
	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2014"	"2014"	"Nov., 2014"	"2014/11"	57	Not Applicable	Not Applicable
	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2014"	"2014"	"Dec., 2014"	"2014/12"	60	Not Applicable	Not Applicable
"Total"	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2014"	"2014"			714	Not Applicable	Not Applicable
	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2015"	"2015"	"Jan., 2015"	"2015/01"	64	Not Applicable	Not Applicable
	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2015"	"2015"	"Feb., 2015"	"2015/02"	72	Not Applicable	Not Applicable
	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2015"	"2015"	"Mar., 2015"	"2015/03"	75	Not Applicable	Not Applicable
	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2015"	"2015"	"Apr., 2015"	"2015/04"	67	Not Applicable	Not Applicable
	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2015"	"2015"	"May, 2015"	"2015/05"	67	Not Applicable	Not Applicable
	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2015"	"2015"	"Jun., 2015"	"2015/06"	69	Not Applicable	Not Applicable
	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2015"	"2015"	"Jul., 2015"	"2015/07"	66	Not Applicable	Not Applicable
	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2015"	"2015"	"Aug., 2015"	"2015/08"	76	Not Applicable	Not Applicable
	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2015"	"2015"	"Sep., 2015"	"2015/09"	72	Not Applicable	Not Applicable
	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2015"	"2015"	"Oct., 2015"	"2015/10"	80	Not Applicable	Not Applicable
	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2015"	"2015"	"Nov., 2015"	"2015/11"	60	Not Applicable	Not Applicable
	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2015"	"2015"	"Dec., 2015"	"2015/12"	71	Not Applicable	Not Applicable
"Total"	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"2015"	"2015"			839	Not Applicable	Not Applicable
"Total"	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"					10075	Not Applicable	Not Applicable
	"Schizophrenia, schizotypal and delusional disorders"	"F20-F29"	"1999"	"1999"	"Jan., 1999"	"1999/01"	1	Not Applicable	Not Applicable
	"Schizophrenia, schizotypal and delusional disorders"	"F20-F29"	"1999"	"1999"	"Feb., 1999"	"1999/02"	1	Not Applicable	Not Applicable
	"Schizophrenia, schizotypal and delusional disorders"	"F20-F29"	"1999"	"1999"	"Apr., 1999"	"1999/04"	1	Not Applicable	Not Applicable
	"Schizophrenia, schizotypal and delusional disorders"	"F20-F29"	"1999"	"1999"	"May, 1999"	"1999/05"	2	Not Applicable	Not Applicable
	"Schizophrenia, schizotypal and delusional disorders"	"F20-F29"	"1999"	"1999"	"Jun., 1999"	"1999/06"	1	Not Applicable	Not Applicable
	"Schizophrenia, schizotypal and delusional disorders"	"F20-F29"	"1999"	"1999"	"Jul., 1999"	"1999/07"	2	Not Applicable	Not Applicable
	"Schizophrenia, schizotypal and delusional disorders"	"F20-F29"	"1999"	"1999"	"Aug., 1999"	"1999/08"	1	Not Applicable	Not Applicable
"Total"	"Schizophrenia, schizotypal and delusional disorders"	"F20-F29"	"1999"	"1999"			9	Not Applicable	Not Applicable
	"Schizophrenia, schizotypal and delusional disorders"	"F20-F29"	"2000"	"2000"	"Jan., 2000"	"2000/01"	1	Not Applicable	Not Applicable
	"Schizophrenia, schizotypal and delusional disorders"	"F20-F29"	"2000"	"2000"	"Feb., 2000"	"2000/02"	1	Not Applicable	Not Applicable
	"Schizophrenia, schizotypal and delusional disorders"	"F20-F29"	"2000"	"2000"	"Mar., 2000"	"2000/03"	1	Not Applicable	Not Applicable
	"Schizophrenia, schizotypal and delusional disorders"	"F20-F29"	"2000"	"2000"	"Apr., 2000"	"2000/04"	1	Not Applicable	Not Applicable
	"Schizophrenia, schizotypal and delusional disorders"	"F20-F29"	"2000"	"2000"	"May, 2000"	"2000/05"	3	Not Applicable	Not Applicable
	"Schizophrenia, schizotypal and delusional disorders"	"F20-F29"	"2000"	"2000"	"Jul., 2000"	"2000/07"	1	Not Applicable	Not Applicable
	"Schizophrenia, schizotypal and delusional disorders"	"F20-F29"	"2000"	"2000"	"Oct., 2000"	"2000/10"	2	Not Applicable	Not Applicable
"Total"	"Schizophrenia, schizotypal and delusional disorders"	"F20-F29"	"2000"	"2000"			10	Not Applicable	Not Applicable
	"Schizophrenia, schizotypal and delusional disorders"	"F20-F29"	"2001"	"2001"	"Apr., 2001"	"2001/04"	2	Not Applicable	Not Applicable
	"Schizophrenia, schizotypal and delusional disorders"	"F20-F29"	"2001"	"2001"	"May, 2001"	"2001/05"	1	Not Applicable	Not Applicable
	"Schizophrenia, schizotypal and delusional disorders"	"F20-F29"	"2001"	"2001"	"Jun., 2001"	"2001/06"	2	Not Applicable	Not Applicable
	"Schizophrenia, schizotypal and delusional disorders"	"F20-F29"	"2001"	"2001"	"Jul., 2001"	"2001/07"	1	Not Applicable	Not Applicable
	"Schizophrenia, schizotypal and delusional disorders"	"F20-F29"	"2001"	"2001"	"Aug., 2001"	"2001/08"	1	Not Applicable	Not Applicable
	"Schizophrenia, schizotypal and delusional disorders"	"F20-F29"	"2001"	"2001"	"Sep., 2001"	"2001/09"	1	Not Applicable	Not Applicable
	"Schizophrenia, schizotypal and delusional disorders"	"F20-F29"	"2001"	"2001"	"Oct., 2001"	"2001/10"	1	Not Applicable	Not Applicable
	"Schizophrenia, schizotypal and delusional disorders"	"F20-F29"	"2001"	"2001"	"Dec., 2001"	"2001/12"	1	Not Applicable	Not Applicable
"Total"	"Schizophrenia, schizotypal and delusional disorders"	"F20-F29"	"2001"	"2001"			10	Not Applicable	Not Applicable
	"Schizophrenia, schizotypal and delusional disorders"	"F20-F29"	"2002"	"2002"	"Jan., 2002"	"2002/01"	1	Not Applicable	Not Applicable
	"Schizophrenia, schizotypal and delusional disorders"	"F20-F29"	"2002"	"2002"	"Mar., 2002"	"2002/03"	2	Not Applicable	Not Applicable
	"Schizophrenia, schizotypal and delusional disorders"	"F20-F29"	"2002"	"2002"	"Jun., 2002"	"2002/06"	2	Not Applicable	Not Applicable
	"Schizophrenia, schizotypal and delusional disorders"	"F20-F29"	"2002"	"2002"	"Aug., 2002"	"2002/08"	1	Not Applicable	Not Applicable
	"Schizophrenia, schizotypal and delusional disorders"	"F20-F29"	"2002"	"2002"	"Sep., 2002"	"2002/09"	1	Not Applicable	Not Applicable
	"Schizophrenia, schizotypal and delusional disorders"	"F20-F29"	"2002"	"2002"	"Oct., 2002"	"2002/10"	1	Not Applicable	Not Applicable
	"Schizophrenia, schizotypal and delusional disorders"	"F20-F29"	"2002"	"2002"	"Dec., 2002"	"2002/12"	3	Not Applicable	Not Applicable
"Total"	"Schizophrenia, schizotypal and delusional disorders"	"F20-F29"	"2002"	"2002"			11	Not Applicable	Not Applicable
	"Schizophrenia, schizotypal and delusional disorders"	"F20-F29"	"2003"	"2003"	"Feb., 2003"	"2003/02"	1	Not Applicable	Not Applicable
	"Schizophrenia, schizotypal and delusional disorders"	"F20-F29"	"2003"	"2003"	"Mar., 2003"	"2003/03"	1	Not Applicable	Not Applicable
	"Schizophrenia, schizotypal and delusional disorders"	"F20-F29"	"2003"	"2003"	"Jul., 2003"	"2003/07"	1	Not Applicable	Not Applicable
	"Schizophrenia, schizotypal and delusional disorders"	"F20-F29"	"2003"	"2003"	"Sep., 2003"	"2003/09"	1	Not Applicable	Not Applicable
	"Schizophrenia, schizotypal and delusional disorders"	"F20-F29"	"2003"	"2003"	"Oct., 2003"	"2003/10"	1	Not Applicable	Not Applicable
	"Schizophrenia, schizotypal and delusional disorders"	"F20-F29"	"2003"	"2003"	"Dec., 2003"	"2003/12"	1	Not Applicable	Not Applicable
"Total"	"Schizophrenia, schizotypal and delusional disorders"	"F20-F29"	"2003"	"2003"			6	Not Applicable	Not Applicable
	"Schizophrenia, schizotypal and delusional disorders"	"F20-F29"	"2004"	"2004"	"Mar., 2004"	"2004/03"	1	Not Applicable	Not Applicable
	"Schizophrenia, schizotypal and delusional disorders"	"F20-F29"	"2004"	"2004"	"Jul., 2004"	"2004/07"	2	Not Applicable	Not Applicable
	"Schizophrenia, schizotypal and delusional disorders"	"F20-F29"	"2004"	"2004"	"Oct., 2004"	"2004/10"	1	Not Applicable	Not Applicable
	"Schizophrenia, schizotypal and delusional disorders"	"F20-F29"	"2004"	"2004"	"Nov., 2004"	"2004/11"	1	Not Applicable	Not Applicable
	"Schizophrenia, schizotypal and delusional disorders"	"F20-F29"	"2004"	"2004"	"Dec., 2004"	"2004/12"	2	Not Applicable	Not Applicable
"Total"	"Schizophrenia, schizotypal and delusional disorders"	"F20-F29"	"2004"	"2004"			7	Not Applicable	Not Applicable
	"Schizophrenia, schizotypal and delusional disorders"	"F20-F29"	"2005"	"2005"	"Jan., 2005"	"2005/01"	1	Not Applicable	Not Applicable
	"Schizophrenia, schizotypal and delusional disorders"	"F20-F29"	"2005"	"2005"	"Apr., 2005"	"2005/04"	2	Not Applicable	Not Applicable
	"Schizophrenia, schizotypal and delusional disorders"	"F20-F29"	"2005"	"2005"	"May, 2005"	"2005/05"	2	Not Applicable	Not Applicable
	"Schizophrenia, schizotypal and delusional disorders"	"F20-F29"	"2005"	"2005"	"Jun., 2005"	"2005/06"	3	Not Applicable	Not Applicable
	"Schizophrenia, schizotypal and delusional disorders"	"F20-F29"	"2005"	"2005"	"Jul., 2005"	"2005/07"	2	Not Applicable	Not Applicable
	"Schizophrenia, schizotypal and delusional disorders"	"F20-F29"	"2005"	"2005"	"Dec., 2005"	"2005/12"	1	Not Applicable	Not Applicable
"Total"	"Schizophrenia, schizotypal and delusional disorders"	"F20-F29"	"2005"	"2005"			11	Not Applicable	Not Applicable
	"Schizophrenia, schizotypal and delusional disorders"	"F20-F29"	"2006"	"2006"	"Jan., 2006"	"2006/01"	1	Not Applicable	Not Applicable
	"Schizophrenia, schizotypal and delusional disorders"	"F20-F29"	"2006"	"2006"	"Mar., 2006"	"2006/03"	1	Not Applicable	Not Applicable
	"Schizophrenia, schizotypal and delusional disorders"	"F20-F29"	"2006"	"2006"	"May, 2006"	"2006/05"	1	Not Applicable	Not Applicable
	"Schizophrenia, schizotypal and delusional disorders"	"F20-F29"	"2006"	"2006"	"Jul., 2006"	"2006/07"	1	Not Applicable	Not Applicable
	"Schizophrenia, schizotypal and delusional disorders"	"F20-F29"	"2006"	"2006"	"Oct., 2006"	"2006/10"	3	Not Applicable	Not Applicable
"Total"	"Schizophrenia, schizotypal and delusional disorders"	"F20-F29"	"2006"	"2006"			7	Not Applicable	Not Applicable
	"Schizophrenia, schizotypal and delusional disorders"	"F20-F29"	"2007"	"2007"	"Feb., 2007"	"2007/02"	2	Not Applicable	Not Applicable
	"Schizophrenia, schizotypal and delusional disorders"	"F20-F29"	"2007"	"2007"	"Mar., 2007"	"2007/03"	1	Not Applicable	Not Applicable
	"Schizophrenia, schizotypal and delusional disorders"	"F20-F29"	"2007"	"2007"	"Apr., 2007"	"2007/04"	1	Not Applicable	Not Applicable
	"Schizophrenia, schizotypal and delusional disorders"	"F20-F29"	"2007"	"2007"	"May, 2007"	"2007/05"	1	Not Applicable	Not Applicable
	"Schizophrenia, schizotypal and delusional disorders"	"F20-F29"	"2007"	"2007"	"Jul., 2007"	"2007/07"	4	Not Applicable	Not Applicable
	"Schizophrenia, schizotypal and delusional disorders"	"F20-F29"	"2007"	"2007"	"Aug., 2007"	"2007/08"	1	Not Applicable	Not Applicable
	"Schizophrenia, schizotypal and delusional disorders"	"F20-F29"	"2007"	"2007"	"Sep., 2007"	"2007/09"	2	Not Applicable	Not Applicable
	"Schizophrenia, schizotypal and delusional disorders"	"F20-F29"	"2007"	"2007"	"Oct., 2007"	"2007/10"	1	Not Applicable	Not Applicable
	"Schizophrenia, schizotypal and delusional disorders"	"F20-F29"	"2007"	"2007"	"Nov., 2007"	"2007/11"	1	Not Applicable	Not Applicable
	"Schizophrenia, schizotypal and delusional disorders"	"F20-F29"	"2007"	"2007"	"Dec., 2007"	"2007/12"	1	Not Applicable	Not Applicable
"Total"	"Schizophrenia, schizotypal and delusional disorders"	"F20-F29"	"2007"	"2007"			15	Not Applicable	Not Applicable
	"Schizophrenia, schizotypal and delusional disorders"	"F20-F29"	"2008"	"2008"	"Feb., 2008"	"2008/02"	1	Not Applicable	Not Applicable
	"Schizophrenia, schizotypal and delusional disorders"	"F20-F29"	"2008"	"2008"	"Mar., 2008"	"2008/03"	2	Not Applicable	Not Applicable
	"Schizophrenia, schizotypal and delusional disorders"	"F20-F29"	"2008"	"2008"	"Apr., 2008"	"2008/04"	2	Not Applicable	Not Applicable
	"Schizophrenia, schizotypal and delusional disorders"	"F20-F29"	"2008"	"2008"	"May, 2008"	"2008/05"	1	Not Applicable	Not Applicable
